feature,coefficients/importance
categorical_transformer__SaleType_Con,2.8265195574408727e-07
categorical_transformer__SaleType_ConLD,4.5340223973268524e-07
categorical_transformer__SaleType_ConLI,9.672817493846921e-08
categorical_transformer__SaleType_ConLw,5.325595319433108e-06
categorical_transformer__SaleType_New,0.0005760495867039792
categorical_transformer__SaleType_Oth,1.5371244398931263e-07
categorical_transformer__SaleType_WD,0.0001749995708722276
categorical_transformer__SaleCondition_Abnorml,0.0002872685223792446
categorical_transformer__SaleCondition_AdjLand,3.2155400772779347e-07
categorical_transformer__SaleCondition_Alloca,6.371966228920187e-06
categorical_transformer__SaleCondition_Family,0.00015628978827291615
categorical_transformer__SaleCondition_Normal,0.00042759307538345266
categorical_transformer__SaleCondition_Partial,0.001154157036974968
